,cat,dosen,id,mhs,name,prov,url
907,Swasta,18,034030,709,Akademi Maritim Nasional Jaya,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NDVFOTczMDMtNDNFQy00QkMzLTk3NEUtOURDNENGQzg1MkQ1
908,Swasta,6,034032,24,Akademi Manajemen Perusahaan Jayabaya,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RjhFMzczNzYtQ0FGMC00Mjc5LUIyRDctQUE2RDY1QjMwMTk2
909,Swasta,5,034033,42,Akademi Keuangan Dan Perbankan Borobudur,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QURGN0RGQUQtNDhBNS00QTQzLUFGMEItREUzNjczNzZFOUY4
910,Swasta,9,034036,233,Akademi Keperawatan RS DGI Cikini,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RjRDRUFFNEYtMUQ0OS00M0Y1LTgzOEEtQUQ1Q0JCRTU4RDcz
911,Swasta,0,034042,0,Akademi Sekretaris LPK Tarakanita,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MTMxMEEzQzItQkJBQy00NjQwLThGNkEtOUY0MzQwMENEMTRD
912,Swasta,13,034050,219,Akademi Bahasa Asing Nasional Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OUFDQjM4NUItQjlDRS00MUI1LThEN0ItMzdBNkZGN0IxRDc4
913,Swasta,8,034058,250,Akademi Maritim Djadajat,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RTYyQzVGMDItNzQyRS00QTQ1LThBMjUtRUFENEYyRDJFNzEx
914,Swasta,0,034060,0,Akademi Sekretari Dan Manajemen Purnama,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NzM2RTI0NEItNDcyMC00RkQzLTk4ODEtQTM5MzlFNzAzMkNE
915,Swasta,11,034061,156,Akademi Pariwisata Nasional Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MTFFMTA4QTItQTg4Qi00NkQyLTlFMjktRDZGOEI0MzEzMTIx
916,Swasta,22,034062,690,Akademi Pariwisata Indonesia Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RjdBNjA3NTgtRjNFRC00RUFELUI3NkYtMEU3QjcwMkU3RDU3
917,Swasta,0,034075,0,Akademi Teknologi Grafika Trisakti,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QzIxOURFQjctNUY0NC00MzBDLUE3OEQtMzc3QzBFRDQ2QUIw
918,Swasta,0,034079,0,Akademi Sekretari Dan Manajemen Saint Mary,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RUFGN0ZDNUMtMjUzMi00OEEyLThEQ0MtODU1QTM0NjIxNDFD
919,Swasta,0,034081,0,Akademi Litigasi Indonesia Pengayoman,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QTkyNzEwREYtRUNCOC00N0FDLTgyMEQtNDhEMThBQ0Q5QTE3
920,Swasta,3,034083,30,Akademi Seni Rupa Dan Desain ISWI Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OERFRkFCNjMtMTkyNC00MzdCLUJFQkMtOUREQTkwQzE5MDE3
921,Swasta,5,034084,106,Akademi Pariwisata Tridaya,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Mjc5MDE4NzEtRUE2Qy00NUI3LThEMzItNDRFQzVBM0Y4QTdC
922,Swasta,0,034086,8,Akademi Akuntansi Syafa at Indonesia,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QjEyQjUzNDctNUU2RS00MTMwLThEN0MtREZGRUJCMTZEMEUy
923,Swasta,0,034089,0,Akademi Sekretaris ISWI Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QTRBRjM5QjktQzc3RS00RTdBLUIyOTQtMjE4OTg0NTU4MjQ2
924,Swasta,10,034090,235,AMIK Andalan Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Q0NBNEIzQzUtMDVCNi00ODdDLTlEQzctMzRCNjZDQkRGREJE
925,Swasta,2,034091,36,Akademi Bahasa Asing Saint Mary,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RDE0MTJENTEtODk4Ni00ODY5LUI1RTgtODNDMjlCNzkxMERF
926,Swasta,5,034093,64,Akademi Perbankan Yuki,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Q0Q0NUE4MjgtMDRCRC00Nzg1LUJEN0QtRTdBNkJFNzY5NUU0
927,Swasta,6,034095,64,Akademi Kimia Analis Caraka Nusantara,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QUM0MURGMkEtODFCOC00OTYzLUJCMTktRjY3NjYzNkNDNDg3
928,Swasta,9,034099,29,Akademi Bahasa Asing Santa Ursula,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NTAwQUQ3QzctOTZDMi00OTA5LUE4MzAtOTgzMDY3NEJBQ0E4
929,Swasta,12,034102,152,Akademi Pariwisata Nusantara Jaya,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MTQ1Q0I2MDktRTIwOC00RTU3LUE1OEEtOEFCRUQ2QjhCRTQx
930,Swasta,6,034103,148,Akademi Pariwisata Paramitha Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NDNERUY2NDAtQjUwNS00MTExLUIyQkItM0ZCREYyRDAzNkZD
931,Swasta,15,034104,256,Akademi Sekretari Budi Luhur ,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RUFDNjZGNjMtOTQ1Mi00REE0LUFCQjMtQUU1ODZBOUFENEMy
932,Swasta,4,034105,103,Akademi Sekretari Dan Manajemen Don Bosco,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MTM1QjREMEQtOUJFNC00NDc0LUJDODgtQTIyRjU1NEU4M0I3
933,Swasta,2,034106,353,Akademi Pariwisata Jakarta International Hotel,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RUZBN0YzNzQtOUY3NS00MzJGLTg0OTYtRkJGREVCMUNBODVB
934,Swasta,7,034109,19,Akademi Pariwisata Patria Indonesia,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QTlEQTM2REYtQkRCRi00OERDLUI3M0MtMDRFMkI4NkVFRUEw
935,Swasta,523,034110,14836,AMIK BSI Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/N0U5MUFBNEItQTMxMi00QTNCLTlDNzMtOTFBNDBCNTU3NjU0
936,Swasta,12,034112,365,Akademi Komunikasi Media Radio Dan TV Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/N0ZBRTVBQUEtQUNDQS00ODY5LThCMzctNzEzQTg5QkRFMkQy
937,Swasta,0,034117,0,Akademi Akuntansi Bentara Indonesia,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MzkyOUFBOTUtNDc3NC00NjU1LUJFOTAtREY2RTdGOEM4OTIz
938,Swasta,13,034118,538,Akademi Televisi Indonesia,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RUZEMjc0NUMtMEEyMi00RTM3LUIzQkQtMkI4NzU4NTE3REE5
939,Swasta,4,034119,89,Akademi Telekomunikasi Indonesia Gemilang,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/M0YyQTI2Q0MtOUMwNy00NDkwLUEyNDYtN0Q4OTNDMzE4NkMw
940,Swasta,5,034120,91,Akademi Pariwisata Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NTc1RUFDOEQtRjUwNC00MUNBLUJFOTctQUQ1MjAxMzg0NTc0
941,Swasta,12,034121,331,Akademi Maritim Pembangunan Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QTUyNzcyN0MtRDdBQi00MTQ1LTk5NjAtQzlGQjY2NTMxMEEx
942,Swasta,0,034123,0,Akademi Pelayaran Niaga Indonesia Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OTA1MzRCOUQtODU2RC00MDdFLUJDOTYtN0RBMTEzRDEyQTBG
943,Swasta,11,034124,103,Akademi Pariwisata Pertiwi,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MkE0QkU0RTAtQjNENC00ODY1LTgyQTYtNkNEQTMzRDdCQzE4
944,Swasta,4,034125,39,Akademi Bahasa Asing Prawira Marta Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/ODYwNDkyMzctQkJDOC00QjlFLTlEODgtQzk5OERFQkVCQ0Yw
945,Swasta,1,034128,124,Akademi Pariwisata Matoa,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NzhGODRBODYtNDUxQS00NjZFLUJCRDQtNkYyODMxQzIwMURF
946,Swasta,9,034129,197,AMIK Mpu Tantular,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MjIzODhENTYtRDhENS00NUE5LTg4QTgtQzkwRDI5NjYwRkRD
947,Swasta,2,034130,127,Akademi Pariwisata Gsp Internasional,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RjkxMzNBOUEtNTQ0Mi00MjA0LUEzRUEtQjhFNUYwMTU5ODFF
948,Swasta,0,034131,0,Akademi Manajemen Informatika Dan Komputer Yapri,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RTk0RkVBNjItNTkwMC00NkZCLUFBNEQtRDY4NUM0OTExNzA3
949,Swasta,8,034134,13,Akademi Pariwisata Saint Mary,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NTgwQjEyNTEtNzJGNy00MUNBLUIyNDEtRENCRUJFQzRBQkEx
950,Swasta,9,034135,71,Akademi Sekretari Interstudi,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RUQyNjFDQzYtQkI1RC00MUJCLUI4MUYtODk4NTBGM0YzOTkz
951,Swasta,12,034136,250,Akademi Sekretari & Manajemen Dharma Budhi Bhakti,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Q0E1MjY5RDUtNzI3OS00NDI2LTlGRDItM0VEMkUzRTFBQjdG
952,Swasta,132,034137,3089,Akademi Sekretari Dan Manajemen BSI Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NzRGOTZFRUEtN0IwOS00NjIyLUJCNzQtNzdBQzIyNEU2MzE0
953,Swasta,4,034138,75,Akademi Sekretari Dan Manajemen Pitaloka,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NTdEMjlGNzktMEMxMC00QTc0LUE0QTgtMTkyRDY4QjZGQjMw
954,Swasta,7,034139,86,Akademi Kebidanan Keris Husada,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MTFCRkVBRkMtNDA2Ny00MEMzLUExOEEtM0U3ODgxNTI3MzIy
955,Swasta,5,034140,238,Akademi Keperawatan Keris Husada,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MDA5MUVGQTUtQkYzOS00OEY3LTk1OUEtOTM2QjJDOThDREQx
956,Swasta,6,034141,746,AMIK Laksi-31,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NTA3MDFCNzAtMjRDMy00RkQ3LUJEREItM0QxODFEQkQwNTZB
957,Swasta,10,034142,128,Akademi Kebidanan Al-Fathonah,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/N0YwNEZEMDAtNzg1MS00RjUwLTk5QTAtMzFCMzMyODc0Qjg4
958,Swasta,0,034144,0,Akademi Keperawatan Syafaat Indonesia,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OEM3RTVBNTktNUIxMC00ODIxLTkwRkItRTkyOTk4QUY5Mjg2
959,Swasta,6,034145,50,Akademi Sekretari Saint Theresia,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NTI0Q0QyNzYtMzg4RS00MzY2LUE3M0QtNkJBNzM3OUUxQkVG
960,Swasta,11,034147,262,Akademi Teknik Informatika Tunas Bangsa,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Rjc2MTZGOTItMDNFRS00QjlELUE4Q0ItN0IzMDI3RDJFNkEy
961,Swasta,0,034148,0,Akademi Kebidanan Bhakti Pertiwi Indonesia,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NTZDNEIyOUEtMDk1Qi00OUQzLTlCQTgtNzUyNzc3QTM2Mzk0
962,Swasta,13,034149,342,Akademi Teknik Telekomunikasi Sandhy Putra Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MzdFNjk4MTAtQjM3NS00MDU4LUJGMDAtQTkyM0Q5NTAwNzIw
963,Swasta,7,034150,99,Akademi Pariwisata Krisanti Widya Mandiri,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RTIxNDM2N0YtOTQzMy00QjRCLTlCNzktODkxRDJGMDk5Qzgy
964,Swasta,9,034151,156,Akademi Pariwisata Bunda Mulia,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QjY4QjY5NTktRDFBQi00RjUyLTk2RkItMTk2MjJCQjZFOUQz
965,Swasta,12,034154,34,Akademi Kebidanan Pelita Persada,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/ODU5MDlFNDEtQkNDQi00N0RBLTk0NjUtNjMyREVBRkJFMDEx
966,Swasta,60,034156,674,Akademi Bahasa Asing BSI Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/ODJGQjE0NTQtMDY4Ni00MDg2LTlDNTYtRDhEMTUyOEY5QjNE
967,Swasta,1,034157,7,Akademi Kebidanan Suluh Bangsa,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NEI5MzQ2NDYtN0FFMy00MjQxLUE5MjItNjUwNUQ5NzUwOTQy
968,Swasta,11,034159,143,Akademi Kebidanan Kartika Mitra Husada,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NUI1RTYxRjItMTMzOC00MkI1LUI4NjQtNjMyNDM0RDQ5MTI5
969,Swasta,6,034160,76,Akademi Kebidanan Sismadi,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OTVFMzI0NjAtMjQzNC00NTFCLUI2MzgtRjgzNkUxQUFGMTU2
970,Swasta,5,034161,66,Akademi Kebidanan Widya Karsa Jayakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MUU3QjQ1RDItREQ1NC00RTY5LTk1QUItOTJFRUJFRDIxRUU4
971,Swasta,170,034162,4038,Akademi Komunikasi BSI Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RkIzMzNDRkUtQjg0RS00RkFDLTlGN0MtOURGOTdERjYzQ0ZG
972,Swasta,9,034163,84,Akademi Kebidanan YPDR,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NTA2MjQ0MzMtNzQ5NC00NUM2LUFBNUUtRUU4RUYzQjIwRjU2
973,Swasta,8,034167,167,Akademi Kebidanan Prestasi Agung,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NjFEQkI4QUYtMzgxMi00NzgzLUJEM0ItMTA0NTIyQTNDNDA1
974,Swasta,7,034168,206,Akademi Komunikasi The Next Academy,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NEE2NUNEMzMtM0Y1Ny00NEEzLTlGNDktNkY0NjkwQkIwMDY3
975,Swasta,9,034169,125,Akademi Kebidanan Mitra Persahabatan,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Qzk4MDNCODgtQjJENC00NDRFLUJGNEEtMzc5NjE3MDBFRjMx
976,Swasta,7,034170,1,Akademi Kebidanan Yaspen Tugu Ibu,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QUY0NzNCRDctNTkxQS00NzhGLUEyQkMtQTk4MTA1NkZDREUy
977,Swasta,5,034171,34,Akademi Keperawatan Yayasan Jalan Kimia,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RkU1RDA5MDYtQjM4OC00RkE3LUIzMTEtRjAzOTA5RjFGRTFG
978,Swasta,4,034172,76,Akademi Sekretaris Dan Manajemen Laksi-31,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RUE2NDRGQUEtMTE2Qy00REYyLUE3NjQtNTE0QzQ1Nzk5NDRE
979,Swasta,6,034173,88,Akademi Keperawatan Rumah Sakit Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MzAwRkY5NzQtNkVEQS00MTFBLTkwMzktODYyREVBQzk5QzA0
980,Swasta,6,034174,101,Akademi Keperawatan As-Syafi iyah,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QkExNkE4MDQtNEJCRC00QzlELUE5MEUtNDBBN0NGQUMyMUQ2
981,Swasta,7,034175,254,Akademi Kebidanan Farama Mulya,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QzJGMDgxOTktQUNCOC00QTkzLUFBQTQtMzBCQjA3N0VCQTIw
982,Swasta,8,034177,1,Akademi Keperawatan Hang Tuah Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QUE3NkUxM0EtOUE1My00N0M5LTkwQTMtNjI3NUY5RUEyOEM2
983,Swasta,11,034178,119,Akademi Keperawatan Pasar Rebo Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MjgzOUQyNEMtNkQ5NS00RjNBLUFFQjUtRjJEOEFGNEIyRDU3
984,Swasta,6,034179,99,Akademi Keperawatan Yaspen Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Q0VDNTA3MUQtMTczOC00MTc2LUI1MEQtRTVCQzVGNzBEQkQx
985,Swasta,16,034180,145,Akademi Keperawatan RSP TNI-AU Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RTU2QTkxRTktODJGRS00RTk5LTg1NzEtNkE4NEE2RDM1MEIw
986,Swasta,5,034181,17,Akademi Keperawatan Royhan,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NkY2NUJERkItMzFCQy00RTVCLUE1QjMtNzhGMEZCMzg1MjEy
987,Swasta,7,034182,234,Akademi Farmasi Hang Tuah Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NzREMEIxNkItQTMwRi00Q0NGLUFDRjYtRUFDQUZBMTYxRkFC
988,Swasta,7,034183,16,Akademi Teknik Gigi Hang Tuah Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NThDNEQ5MzAtOERBMS00NDk1LTgxOTctOTE2MUUzRThGMUY3
989,Swasta,8,034186,39,Akademi Keperawatan Manggala Husada,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RkJDMDlFMEMtRENENS00QjJBLThEN0UtNzhFMjI1Q0JERTM1
990,Swasta,6,034187,105,Akademi Keperawatan Berkala Widya Husada,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MTY0NzM3OTMtOUU1Qy00OTM1LTlBNzQtM0YxMUUzN0RGM0E3
991,Swasta,4,034190,69,Akademi Keperawatan RSU FK-UKI,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RENGQjJDMkItNTlDMy00QjY5LTgzRjUtQ0E5RTMzMkJEQkVD
992,Swasta,6,034191,39,Akademi Keperawatan Harum,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RTY2MUY1OTctRDJBMy00QkQ3LThGN0EtRDA2OTgwOUMwQTIz
993,Swasta,0,034192,0,Akademi Keperawatan Sismadi,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NDUzMEQ0NkUtOEIyNS00OTAwLUI4RjUtNjVGOUREQzg4N0JG
994,Swasta,16,034194,221,Akademi Pariwisata Sinar Surya,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MjFBNjUxQjMtMjk4MS00QkYxLTg1QTQtREY1RjZFRTVFOEE5
995,Swasta,4,034195,105,Akademi Perekam Medis Dan Infokes Bhumi Husada,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OUM3NTMxQ0QtNDhEQS00RTA3LUEwRUEtNzg2RDY4MUVCRUY1
996,Swasta,16,034196,66,Akademi Kesehatan Swakarsa Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MUM2ODVDMUEtRjNCMS00Q0Y1LTk0MjAtMUQxMjlERkIxOEUy
997,Swasta,5,034197,127,Akademi Farmasi Bhumi Husada,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NUQ3NDIwOUEtNkNGQS00NzQ3LTgyNkMtRDNBNUY1MThCN0Ew
998,Swasta,7,034198,50,Akademi Kebidanan Bhinneka Jakarta Satu,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RUQyMTMzNEEtMzQ5Qi00NjQ4LTkxNDgtMjY1MUI3RkYwNzlE
999,Swasta,8,034199,245,Akademi Refraksi Optisi Kartika Indera Persada,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RkJBODE3NDctMTM0NS00NzA4LUJFQjYtNEE5NjE3REI0QTdG
1000,Swasta,0,034200,0,Akademi Kebidanan Jakarta Mitra Sejahtera,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/REQyQkU5OTgtMTI0QS00REYzLThBQUUtRDNFMTMzNjA1MzZB
1001,Swasta,9,034201,72,Akademi Kebidanan Yayasan Rumah Sakit Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QzcyMjg5M0EtRkU1Ny00NzkwLTk1RkMtNzFFMjMyMUZBNzE2
1002,Swasta,12,034202,26,Akademi Farmasi Mahadhika,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/ODlDNDEwOTgtQ0JFNy00OTQwLUI1QjYtRTQwMzE5NEE3QjZE
1003,Swasta,13,034204,261,Akademi Keperawatan RS Husada,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/ODc0QzM3MEMtRjI1Ny00NjY2LThDRTUtODM3RDk3RjVCMUZB
1004,Swasta,25,034205,673,Akademi Manajemen Keuangan BSI Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RUNFQUUwNUUtMDlFNS00RkVELTkyRUYtOThEMTg5NDE5NzU5
1005,Swasta,2,034206,28,Akademi Audiologi Indonesia Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RUFGMzg1QzEtNjc3Ny00RjRCLUIyMEUtNEUwRjVFMEMzRTk2
1006,Swasta,6,034207,46,Akademi Kebidanan Jayakarta Sehat,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QzdBMUJFNDEtNEQ0OC00QzgyLTkyMEYtNzRBREZCMTcwRjhC
1007,Swasta,5,034208,147,Akademi Terapi Wicara Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QzI4MDY4MEMtRjE3QS00RjFGLTlCQ0YtRDkxQzI5OEMzQjFG
1008,Swasta,9,034209,115,Akademi Keperawatan Bina Insan Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RDVDOTk2QjgtMjQ0Qy00RkEzLUFGNDMtNUYxOUZBRUFBRTg2
1009,Swasta,6,034210,3,Akademi Keperawatan POLRI,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MjE2MTc4QzItM0ExRC00RjgzLTlGMzItRTg2MEZFQ0UyRjRE
1010,Swasta,10,034211,61,Akademi Keperawatan Husada Karya Jaya,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NzlEQkVFODgtQTE0RC00Q0UyLUJEN0UtNTgxMzVCMTk5QjdE
1011,Swasta,7,034212,148,Akademi Kebidanan Kartini Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QjI4MUNCQ0EtMzUwNy00REYyLThGNzctNENCMzkxNDExMjgy
1012,Swasta,3,034213,27,Akademi Pariwisata Bhakti Nusantara,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RURFNkQ0QUMtMEE4Mi00RTdFLUExMTgtOEYzRkZENjYxODY3
1013,Swasta,7,034214,271,Akademi Keperawatan Fatmawati,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RENDMEY2MTYtQUJDMy00QTIxLTg2RDMtNjNBMTM4NEFBNDQy
1014,Swasta,0,034215,0,Akademi Keperawatan Mitra Keluarga Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RDJGQzE2ODktREI1Ny00QjkzLTg3NTEtQzAwODZCREM4NDU1
1015,Swasta,0,034216,0,Akademi Keperawatan UPN Veteran Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OEQ2QzM5QjQtMEUyMi00MkNBLUJGNkMtNEZBNzY3RUM5Nzk1
1016,Swasta,0,034217,0,Akademi Fisioterapi UPN Veteran Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NjZBRUEzMjEtOEYyNS00MjBELUI3MjktQTc0NTJBNjM5MTQ1
1017,Swasta,7,034218,117,Akademi Keperawatan Sumber Waras,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MTlGNTM3MTUtN0Y2RS00MTlELUJCNjctMDk3RDY1NDkyN0ZE
