Div,Kode,Lembaga,D_P,D_NP,D_TOTAL,D_CERT_Y,D_CERT_N,D_P_ED_D1,D_P_ED_D2,D_P_ED_D3,D_P_ED_D4,D_P_ED_S1,D_P_ED_S2,D_P_ED_S3,D_P_ED_NONFORM,D_P_ED_INF,D_P_ED_MISC,D_P_ED_SP1,D_P_ED_SP2,D_P_ED_PROF,D_P_ED_NA
6,64150,Akademi Enterpreneurship Terang Bangsa ,10,9,19,2,8,0,0,0,0,4,5,0,0,0,0,0,0,0,1
6,64151,Akademi Keperawatan Kesdam IV/Diponegoro ,9,1,10,0,9,0,0,0,0,4,5,0,0,0,0,0,0,0,0
6,64152,Akademi Kebidanan Graha Mandiri Cilacap ,7,3,10,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0
6,64153,Akademi Farmasi Nusaputera Semarang ,6,4,10,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,3
6,64154,Akademi Kesehatan Asih Husada ,10,8,18,0,10,0,0,0,1,6,1,0,0,0,0,0,0,1,1
6,64155,AKBID Wira Husada Nusantara ,7,0,7,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0
6,64156,Akademi Fisioterapi Widya Husada ,7,3,10,0,7,0,0,0,2,1,1,0,0,0,0,0,0,0,3
6,64157,Akademi Keperawatan Widya Husada ,10,2,12,1,9,0,0,0,0,4,5,0,0,0,0,0,0,0,1
6,64158,Akademi Analis Farmasi dan Makanan 17 Agustus 1945 ,4,3,7,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,1
6,64159,Akademi Analis Kesehatan Theresiana ,6,2,8,1,5,0,0,0,0,1,3,1,0,0,0,0,0,0,1
6,64160,Akademi Teknik Elektro Medik ,6,4,10,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0
6,64161,Akademi Keperawatan Pragolopati ,5,5,10,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
6,64163,AMIK BSI Tegal ,13,0,13,1,12,0,0,0,0,0,10,0,0,0,0,0,0,0,3
6,64164,Akademi Teknik PIKA ,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6,64165,Akademi Kebidanan Kudus ,17,0,17,0,17,0,0,0,4,5,8,0,0,0,0,0,0,0,0
6,65002,Politeknik Pratama Mulia ,50,2,52,29,21,0,0,0,0,19,31,0,0,0,0,0,0,0,0
6,65004,Politeknik Muhammadiyah Magelang ,11,12,23,0,11,0,0,0,0,8,3,0,0,0,0,0,0,0,0
6,65006,Politeknik Pratama ,16,2,18,0,16,0,0,0,0,13,3,0,0,0,0,0,0,0,0
6,65007,Politeknik Ma arif ,4,2,6,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0
6,65008,Politeknik Sawunggalih Aji ,19,19,38,4,15,0,0,0,0,4,14,1,0,0,0,0,0,0,0
6,65010,Politeknik Dharma Patria ,12,28,40,1,11,0,0,0,0,0,11,0,0,0,0,0,0,0,1
6,65012,Politeknik Harapan Bersama ,78,39,117,5,73,0,0,0,7,18,26,0,0,0,0,0,0,0,27
6,65013,Politeknik Indonusa Surakarta ,35,3,38,1,34,0,0,0,0,7,27,0,0,0,0,0,0,0,1
6,65014,Politeknik Pusmanu ,10,20,30,0,10,0,0,0,0,5,5,0,0,0,0,0,0,0,0
6,65015,Politeknik Purbaya ,6,12,18,0,6,0,0,0,0,2,4,0,0,0,0,0,0,0,0
6,65016,Politeknik Unggulan Sragen ,11,1,12,0,11,0,0,0,0,8,3,0,0,0,0,0,0,0,0
6,65017,Politeknik Manufaktur Ceper ,7,1,8,1,6,0,0,0,0,6,1,0,0,0,0,0,0,0,0
6,65018,Politeknik Stibisnis ,12,9,21,0,12,0,0,0,0,5,6,0,0,0,0,0,0,0,1
6,65019,Politeknik Muhammadiyah Pekalongan ,15,12,27,0,15,0,0,0,0,10,5,0,0,0,0,0,0,0,0
6,65021,Politeknik Banjarnegara ,22,2,24,2,20,0,0,0,1,1,17,0,0,0,0,0,0,0,3
6,65022,Politeknik Muhammadiyah Tegal ,9,5,14,0,9,0,0,0,1,7,1,0,0,0,0,0,0,0,0
6,65023,Politeknik Kesehatan BHakti Mulia ,31,3,34,3,28,0,0,0,3,8,17,0,0,0,0,0,0,2,1
6,65024,Politeknik ATMI ,70,6,76,0,70,0,0,21,5,32,12,0,0,0,0,0,0,0,0
6,65025,Politeknik Trisila Dharma ,11,0,11,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,1
6,65026,Politeknik Baja Tegal ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,65027,Politeknik Mitra Karya Mandiri ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,66001,Akademi Komunitas Balekambang ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,71001,Universitas 17 Agustus 1945 Surabaya ,322,4,326,223,100,0,0,0,0,3,228,53,0,0,0,0,0,0,38
7,71002,Universitas Kristen Petra ,303,9,312,172,132,0,0,0,0,14,237,51,0,0,0,0,0,0,1
7,71003,Universitas Katolik Widya Mandala Surabaya ,269,29,298,129,140,0,0,0,0,17,164,48,0,0,0,6,0,1,33
7,71004,Universitas Surabaya ,342,33,375,175,168,0,0,0,0,21,239,69,0,0,0,0,0,0,13
7,71005,Universitas Dr Soetomo ,231,12,243,147,85,0,0,0,0,19,176,31,0,0,0,0,0,0,5
7,71006,Universitas Merdeka Surabaya ,77,14,91,17,60,0,0,0,2,13,57,3,0,0,0,0,0,0,2
7,71007,Universitas Sunan Giri ,115,12,127,19,98,0,0,0,0,32,57,5,0,0,0,0,0,0,21
7,71008,Universitas Narotama ,111,8,119,44,67,0,0,0,0,2,82,25,0,0,0,0,0,0,2
7,71009,Universitas Wijaya Kusuma Surabaya ,345,1,346,118,227,0,0,0,0,50,225,42,0,0,0,11,0,0,17
7,71010,Universitas Bhayangkara Surabaya ,170,6,176,65,105,0,0,0,0,6,140,18,0,0,0,0,0,0,6
7,71011,Universitas Wijaya Putra ,170,67,237,63,107,0,0,0,0,16,125,23,0,0,0,0,0,0,6
7,71012,Universitas Muhammadiyah Surabaya ,180,21,201,52,129,0,0,0,0,16,109,11,0,0,0,1,0,2,41
7,71013,Universitas Yos Sudarso ,41,7,48,0,41,0,0,0,0,20,18,0,0,0,0,0,0,0,3
7,71014,Universitas W R Supratman ,94,8,102,22,72,0,0,0,0,12,60,15,0,0,0,0,0,0,7
7,71016,Universitas 45 Surabaya ,57,3,60,24,33,0,0,0,0,3,45,3,0,0,0,0,0,0,6
7,71017,Universitas Widya Kartika ,66,4,70,18,48,0,0,0,0,9,51,4,0,0,0,0,0,0,2
7,71018,Universitas Kartini ,26,14,40,10,15,0,0,0,0,5,14,4,0,0,0,0,0,0,3
7,71019,Universitas Katolik Darma Cendika ,39,1,40,15,24,0,0,0,0,0,35,1,0,0,0,0,0,0,3
7,71020,Universitas Gresik ,65,14,79,5,60,0,0,0,0,8,50,3,0,0,0,0,0,0,4
7,71022,Universitas Mayjen Sungkono ,45,8,53,3,42,0,0,0,0,5,36,0,0,0,0,0,0,0,4
7,71023,Universitas Darul ulum ,134,4,138,32,103,0,0,0,0,14,85,6,0,0,0,0,0,0,29
7,71024,Universitas Muhammadiyah Malang ,621,47,668,297,326,0,0,1,1,85,376,105,0,0,0,17,0,0,36
7,71025,Universitas Merdeka Malang ,289,21,310,169,120,0,0,4,0,20,208,53,0,0,0,0,0,0,4
7,71026,Universitas Katolik Widya Karya ,60,8,68,15,45,0,0,0,0,23,28,4,0,0,0,0,0,0,5
7,71027,Universitas Islam Malang ,231,4,235,116,115,0,0,0,0,10,150,46,0,0,0,1,0,0,24
7,71028,Universitas Wisnuwardhana ,135,11,146,29,106,0,0,0,0,21,86,22,0,0,0,0,0,0,6
7,71029,Universitas Kristen Cipta Wacana ,44,2,46,0,44,0,0,0,0,30,14,0,0,0,0,0,0,0,0
7,71030,Universitas Widya Gama ,123,13,136,88,35,0,0,0,0,5,84,34,0,0,0,0,0,0,0
7,71031,Universitas Merdeka Pasuruan ,49,3,52,10,39,0,0,0,0,16,26,5,0,0,0,0,0,0,2
7,71032,Universitas Muhammadiyah Jember ,279,12,291,80,200,0,0,1,0,55,199,13,0,0,0,0,0,0,11
7,71033,Universitas Mochammad Sroedji ,59,24,83,9,50,0,0,0,0,1,39,1,0,0,0,1,0,0,17
7,71034,Universitas Islam Jember ,114,36,150,24,88,0,0,0,0,35,67,0,0,0,0,0,0,0,12
7,71035,Universitas 17 Agustus 1945 Banyuwangi ,112,0,112,29,83,0,0,0,0,17,70,4,0,0,0,0,0,0,21
7,71036,Universitas Abdurachman Saleh ,79,13,92,17,62,0,0,0,0,12,43,0,0,0,0,0,0,0,24
7,71037,Universitas Bondowoso ,11,83,94,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
7,71038,Universitas Panca Marga ,106,70,176,26,82,0,0,0,0,4,75,4,0,0,0,0,0,0,23
7,71039,Universitas Kadiri ,217,28,245,60,157,0,0,0,11,43,147,7,0,0,0,5,0,3,1
7,71040,Universitas Islam Kadiri ,125,28,153,31,94,0,0,0,0,7,99,17,0,0,0,0,0,0,2
7,71041,Universitas Tulungagung ,51,5,56,31,20,0,0,0,4,2,38,5,0,0,0,0,0,0,2
7,71042,Universitas Merdeka Madiun ,85,5,90,54,31,0,0,0,0,5,67,6,0,0,0,0,0,0,7
7,71043,Universitas Merdeka Ponorogo ,39,9,48,24,15,0,0,0,0,0,26,2,0,0,0,0,0,0,11
7,71044,Universitas Muhammadiyah Ponorogo ,165,56,221,45,120,0,0,0,2,28,116,6,0,0,0,0,0,0,13
7,71045,Universitas Soerjo ,61,12,73,7,54,0,0,0,0,7,46,0,0,0,0,0,0,0,8
7,71046,Universitas Bojonegoro ,76,9,85,13,64,0,0,0,0,25,45,3,0,0,0,0,0,0,3
7,71047,Universitas Sunan Bonang ,29,1,30,0,29,0,0,0,0,1,28,0,0,0,0,0,0,0,0
7,71048,Universitas Madura ,138,91,229,49,89,0,0,1,0,11,109,3,0,0,0,0,0,0,14
7,71049,Universitas PGRI Adi Buana ,262,0,262,96,166,0,0,0,2,11,209,36,0,0,0,0,0,1,3
7,71050,Universitas Kanjuruhan ,234,45,279,62,171,0,0,0,0,14,195,25,0,0,0,0,0,0,0
7,71051,Universitas Gajayana ,83,35,118,43,39,0,0,0,0,7,54,10,0,0,0,0,0,0,12
7,71052,Universitas Pawyatan Daha ,56,6,62,13,43,0,0,0,0,17,35,3,0,0,0,0,0,0,1
7,71053,Universitas Katolik Widya Mandala Madiun ,59,6,65,30,29,0,0,0,0,4,51,1,0,0,0,1,0,0,2
7,71054,Universitas Tri Tunggal ,15,0,15,0,15,0,0,0,0,1,12,0,0,0,0,0,0,0,2
7,71055,Universitas Lumajang ,26,9,35,12,14,0,0,0,0,6,17,1,0,0,0,0,0,0,2
7,71056,Universitas Hang Tuah ,247,51,298,87,160,0,0,1,0,35,132,22,0,0,0,39,0,0,18
7,71057,Universitas Teknologi Surabaya ,53,14,67,0,0,0,0,0,0,17,35,1,0,0,0,0,0,0,0
7,71058,Universitas Wiraraja ,85,2,87,35,51,0,0,0,2,6,56,2,0,0,0,0,0,0,19
7,71059,Universitas Muhammadiyah Gresik ,96,14,110,35,61,0,0,0,0,12,57,5,0,0,0,0,0,0,22
7,71060,Universitas Muhammadiyah Sidoarjo ,181,3,184,45,136,0,0,1,5,24,105,13,0,0,0,0,0,0,33
7,71061,Universitas Tribhuwana Tungga Dewi ,160,10,170,59,102,0,0,0,1,7,127,17,0,0,0,0,0,0,8
7,71062,Universitas Islam Darul `ulum ,118,41,159,6,111,0,0,0,0,6,96,4,0,0,0,0,0,0,12
7,71065,Universitas Pesantren Tinggi Darul ulum ,118,17,135,28,90,0,0,0,2,14,94,1,0,0,0,1,0,1,5
7,71066,Universitas Islam Majapahit ,75,51,126,1,75,0,0,0,0,17,43,1,0,0,0,0,0,0,14
7,71067,Universitas Islam Lamongan ,176,26,202,6,170,0,0,0,1,15,122,5,0,0,0,0,1,0,32
7,71068,Universitas Islam Madura ,81,2,83,3,77,0,0,1,4,2,40,1,0,0,0,0,0,0,32
7,71069,Universitas Yudharta Pasuruan ,101,10,111,20,81,0,0,0,0,3,92,5,0,0,0,0,0,0,1
7,71070,Universitas Islam Balitar ,117,28,145,2,115,0,0,0,0,33,44,2,0,0,0,0,0,0,38
7,71071,Universitas Ciputra Surabaya ,126,3,129,31,96,0,0,0,0,13,81,14,0,0,0,0,0,0,18
7,71072,Universitas Nusantara PGRI Kediri ,299,16,315,52,247,0,0,0,1,74,148,15,0,0,0,0,0,0,61
7,71073,Universitas PGRI Ronggolawe ,120,8,128,26,96,0,0,0,0,10,50,13,0,0,0,0,0,0,47
7,71074,Universitas Ma Chung ,68,24,92,26,42,0,0,0,0,4,38,13,0,0,0,0,0,0,13
7,71075,Universitas PGRI Banyuwangi ,129,23,152,9,120,0,0,0,0,66,40,4,0,0,0,0,0,0,19
7,71077,Universitas Pelita Harapan Surabaya ,52,11,63,19,33,0,0,0,0,2,38,11,0,0,0,0,0,0,1
7,71078,Universitas Bakti Indonesia ,82,17,99,0,82,0,0,0,4,40,31,2,0,0,0,0,0,2,3
7,71079,Universitas Nahdlatul Ulama Surabaya ,104,13,117,19,85,0,0,0,5,16,62,4,0,0,0,6,0,1,10
7,71080,Universitas Hasyim Asy'ari Tebuireng Jombang ,53,22,75,0,53,0,0,0,0,0,12,0,0,0,0,0,0,0,41
7,71081,Universitas KH. A. Wahab Hasbullah ,46,3,49,2,44,0,0,0,0,8,8,0,0,0,0,0,0,0,30
7,71082,Universitas Nahdlatul Ulama Sidoarjo ,38,1,39,0,38,0,0,0,0,0,25,0,0,0,0,0,0,0,13
7,71083,Universitas Kahuripan Kediri ,45,3,48,1,44,0,0,0,0,2,9,0,0,0,0,0,0,0,34
7,71084,Universitas Islam Raden Rahmat ,16,1,17,0,16,0,0,0,0,0,10,0,0,0,0,0,0,0,6
7,71085,Universitas Darussalam Gontor ,66,0,66,0,66,0,0,0,0,0,53,0,0,0,0,0,0,0,13
7,71086,Universitas Maarif Hasyim Latif ,57,19,76,2,55,0,0,0,0,18,26,0,0,0,0,0,0,0,13
7,71087,Universitas Wahidiyah ,20,1,21,0,20,0,0,0,0,8,3,0,0,0,0,0,0,0,9
7,71088,Universitas Nahdlatul Ulama Sunan Giri ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,71089,Universitas Internasional Semen Indonesia ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,72001,Institut Teknologi Pembangunan Surabaya ,9,0,9,1,8,0,0,0,0,3,6,0,0,0,0,0,0,0,0
7,72002,Institut Teknologi Adhi Tama Surabaya ,137,7,144,18,119,0,0,0,0,12,118,6,0,0,0,0,0,0,1
7,72003,IKIP Widya Darma ,28,6,34,0,28,0,0,0,0,9,19,0,0,0,0,0,0,0,0
7,72004,Institut Teknologi Nasional Malang ,186,1,187,111,75,0,0,0,0,6,127,24,0,0,0,0,0,0,29
7,72005,IKIP Budi Utomo ,154,45,199,20,134,0,0,0,0,25,77,7,0,0,0,0,0,0,45
7,72006,Institut Pertanian Malang ,21,5,26,1,20,0,0,0,0,7,9,1,0,0,0,0,0,0,4
7,72007,IKIP PGRI Jember ,133,4,137,14,119,0,0,0,0,7,74,5,0,0,0,0,0,0,47
7,72010,IKIP PGRI Madiun ,198,65,263,68,130,0,0,0,0,12,171,11,0,0,0,0,0,0,4
7,72011,IKIP PGRI Bojonegoro ,56,1,57,7,49,0,0,0,0,2,54,0,0,0,0,0,0,0,0
7,72013,Institut Sains Dan Teknologi Palapa ,24,0,24,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0
7,72014,Institut Informatika Indonesia Surabaya ,28,14,42,0,27,0,0,0,0,12,16,0,0,0,0,0,0,0,0
7,72015,Institut Ilmu Kesehatan Bhakti Wiyata Kediri ,70,15,85,0,0,0,0,0,0,22,17,0,0,0,0,0,0,0,31
7,72016,Institut Bisnis dan Informatika STIKOM Surabaya ,93,2,95,19,75,0,0,0,0,20,52,7,0,0,0,0,0,0,14
7,73001,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya ,115,4,119,60,56,0,0,0,0,12,81,21,0,0,0,0,0,0,1
7,73002,Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya ,93,0,93,45,47,0,0,0,0,4,60,21,0,0,0,0,0,0,7
7,73003,Sekolah Tinggi Kesenian Wilwatikta ,35,13,48,11,24,0,0,0,0,5,30,0,0,0,0,0,0,0,0
7,73004,Sekolah Tinggi Ilmu Ekonomi Mahardhika ,165,11,176,18,148,0,0,0,0,3,82,7,0,0,0,0,0,0,73
7,73005,Sekolah Tinggi Teknik Surabaya ,73,20,93,21,52,0,0,0,0,23,44,4,0,0,0,0,0,0,2
7,73006,Sekolah Tinggi Ilmu Ekonomi Urip Sumohardjo ,15,4,19,3,12,0,0,0,0,1,13,1,0,0,0,0,0,0,0
7,73007,Sekolah Tinggi Ilmu Ekonomi Artha Bodhi Iswara ,31,25,56,0,32,0,0,0,0,7,21,3,0,0,0,0,0,0,0
7,73010,Sekolah Tinggi Ilmu Komunikasi Aws ,15,4,19,3,12,0,0,0,0,0,14,1,0,0,0,0,0,0,0
7,73011,Sekolah Tinggi Ilmu Bahasa Dan Sastra Satya Widya ,13,0,13,7,3,0,0,0,0,4,8,0,0,0,0,0,0,0,1
7,73015,Sekolah Tinggi Teknik Raden Wijaya ,12,6,18,1,11,0,0,0,0,8,4,0,0,0,0,0,0,0,0
7,73017,STKIP PGRI Jombang ,118,61,179,23,96,0,0,0,0,10,92,10,0,0,0,0,0,0,6
7,73018,Sekolah Tinggi Ilmu Ekonomi Jaya Negara ,30,0,30,11,19,0,0,0,0,4,14,1,0,0,0,0,0,0,11
7,73019,Sekolah Tinggi Ilmu Ekonomi Malangkucecwara ,66,1,67,59,7,0,0,0,0,0,54,12,0,0,0,0,0,0,0
7,73020,Sekolah Tinggi Filsafat Teologi Widya Sasana ,23,0,23,2,21,0,0,0,0,1,11,11,0,0,0,0,0,0,0
7,73021,Sekolah Tinggi Ilmu Hukum Sunan Giri ,10,7,17,1,9,0,0,0,0,2,8,0,0,0,0,0,0,0,0
7,73022,Sekolah Tinggi Ilmu Ekonomi Kertanegara ,17,5,22,4,13,0,0,0,0,4,12,0,0,0,0,0,0,0,1
7,73023,Sekolah Tinggi Ilmu Administrasi Malang ,30,14,44,6,24,0,0,0,0,9,14,4,0,0,0,0,0,0,3
7,73024,Sekolah Tinggi Ilmu Ekonomi Indonesia Malang ,53,1,54,10,42,0,0,0,0,9,28,12,0,0,0,0,0,0,4
7,73025,STIKI Malang ,38,3,41,9,30,0,0,0,0,18,16,0,0,0,0,0,0,0,4
7,73026,Sekolah Tinggi Sosial Politik Waskita Darma ,18,1,19,1,17,0,0,0,0,6,11,0,0,0,0,0,0,0,1
7,73027,STKIP PGRI Pasuruan ,63,19,82,11,51,0,0,0,0,13,41,4,0,0,0,0,0,0,5
7,73028,Sekolah Tinggi Ilmu Ekonomi Dharma Nasional Jember ,7,5,12,0,5,0,0,0,0,5,2,0,0,0,0,0,0,0,0
7,73029,Sekolah Tinggi Ilmu Pertanian ,10,2,12,6,4,0,0,0,0,2,7,1,0,0,0,0,0,0,0
7,73030,Sekolah Tinggi Ilmu Ekonomi Mandala ,37,2,39,24,13,0,0,0,0,6,28,3,0,0,0,0,0,0,0
7,73031,Sekolah Tinggi Ilmu Ekonomi Kosgoro ,11,0,11,0,11,0,0,0,0,3,8,0,0,0,0,0,0,0,0
7,73032,STKIP PGRI Situbondo ,22,0,22,1,21,0,0,0,0,1,16,0,0,0,0,0,0,0,5
7,73033,STKIP PGRI Lumajang ,26,11,37,5,21,0,0,0,0,5,8,1,0,0,0,0,0,0,12
7,73034,Sekolah Tinggi Ilmu Hukum Jenderal Sudirman ,14,3,17,4,10,0,0,0,0,4,8,1,0,0,0,0,0,0,1
7,73035,STKIP Muhammadiyah Lumajang ,6,16,22,1,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0
7,73037,Sekolah Tinggi Ilmu Hukum Zainul Hasan ,17,7,24,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,3
7,73038,Sekolah Tinggi Ilmu Administrasi Bayuangga ,19,10,29,1,18,0,0,0,0,6,11,0,0,0,0,0,0,0,2
7,73039,STKIP PGRI Blitar ,33,0,33,13,21,0,0,0,0,2,30,1,0,0,0,0,0,0,0
7,73040,STKIP PGRI Tulungagung ,84,25,109,11,73,0,0,0,0,6,70,6,0,0,0,0,0,0,2
7,73041,STKIP PGRI Nganjuk ,27,15,42,12,15,0,0,0,0,2,24,1,0,0,0,0,0,0,0
7,73042,STKIP Widya Yuwana ,14,1,15,6,9,0,0,0,0,5,7,2,0,0,0,0,0,0,0
7,73043,STISIP Muhammadiyah Madiun ,14,15,29,2,12,0,0,0,0,6,6,0,0,0,0,0,0,0,2
7,73044,STKIP PGRI Ponorogo ,23,0,23,4,19,0,0,0,0,5,14,2,0,0,0,0,0,0,2
7,73045,STKIP PGRI Trenggalek ,42,24,66,8,34,0,0,0,0,9,32,0,0,0,0,0,0,0,1
7,73046,STKIP PGRI Ngawi ,32,8,40,12,20,0,0,0,0,3,25,1,0,0,0,0,0,0,3
7,73048,STKIP PGRI Lamongan ,16,13,29,4,12,0,0,0,0,4,8,3,0,0,0,0,0,0,1
7,73049,STKIP PGRI Bangkalan ,53,0,53,4,49,0,0,0,0,3,27,0,0,0,0,0,0,0,23
7,73050,STKIP PGRI Sampang ,16,5,21,0,16,0,0,0,0,1,14,0,0,0,0,0,0,0,1
7,73051,STKIP PGRI Sumenep ,68,9,77,0,68,0,0,0,0,2,59,1,0,0,0,0,0,0,6
7,73052,Sekolah Tinggi Ilmu Administrasi Panglima Sudirman ,25,2,27,4,21,0,0,0,0,4,14,1,0,0,0,0,0,0,6
7,73053,Sekolah Tinggi Pariwisata Satya Widya ,24,3,27,0,24,0,0,0,3,10,10,0,0,0,0,0,0,1,0
7,73054,Sekolah Tinggi Ilmu Ekonomi Wilwatikta ,15,0,15,2,13,0,0,0,0,6,9,0,0,0,0,0,0,0,0
7,73055,Sekolah Tinggi Bahasa Asing Malang ,11,9,20,1,10,0,0,0,0,7,4,0,0,0,0,0,0,0,0
7,73056,Sekolah Tinggi Ilmu Ekonomi Koperasi Malang ,8,5,13,1,7,0,0,0,0,4,4,0,0,0,0,0,0,0,0
7,73057,Sekolah Tinggi Teknik Malang ,60,23,83,3,57,0,0,0,0,18,29,1,0,0,0,0,0,0,12
7,73058,Sekolah Tinggi Ilmu Administrasi Pembangunan ,14,1,15,4,10,0,0,0,0,1,11,0,0,0,0,0,0,0,2
7,73060,Sekolah Tinggi Teknik Industri Turen ,12,9,21,0,12,0,0,0,0,6,6,0,0,0,0,0,0,0,0
7,73061,Sekolah Tinggi Ilmu Ekonomi Widya Gama ,41,2,43,9,32,0,0,0,0,2,19,1,0,0,0,0,0,0,19
7,73063,Sekolah Tinggi Ilmu Ekonomi Kesumanegara ,20,2,22,9,11,0,0,0,0,3,17,0,0,0,0,0,0,0,0
7,73064,STKIP PGRI Sidoarjo ,44,6,50,1,43,0,0,0,0,0,33,5,0,0,0,0,0,0,6
7,73065,STKIP PGRI Pacitan ,62,18,80,10,52,0,0,0,0,5,53,4,0,0,0,0,0,0,0
7,73066,STMIK Yadika Bangil ,19,25,44,0,19,0,0,0,0,6,12,0,0,0,0,0,0,0,1
7,73067,Sekolah Tinggi Ilmu Perikanan Malang ,9,18,27,0,9,0,0,0,0,1,8,0,0,0,0,0,0,0,0
7,73069,Sekolah Tinggi Ilmu Ekonomi IEU ,20,1,21,3,17,0,0,0,0,0,17,3,0,0,0,0,0,0,0
7,73072,Sekolah Tinggi Ilmu Komputer PGRI Banyuwangi ,19,4,23,8,11,0,0,0,0,3,16,0,0,0,0,0,0,0,0
7,73075,Sekolah Tinggi Ilmu Ekonomi IBMT ,18,1,19,0,18,0,0,0,0,5,11,2,0,0,0,0,0,0,0
7,73076,Sekolah Tinggi Ilmu Ekonomi Nganjuk ,8,8,16,0,8,0,0,0,0,1,4,0,0,0,0,0,0,0,3
7,73079,Sekolah Tinggi Ilmu Ekonomi Widya Darma ,14,0,14,4,10,0,0,0,0,1,10,3,0,0,0,0,0,0,0
7,73080,Sekolah Tinggi Ilmu Ekonomi PGRI Dewantara ,21,3,24,10,12,0,0,0,0,1,18,1,0,0,0,0,0,0,1
7,73081,Sekolah Tinggi Teknologi Cahaya Surya ,5,4,9,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0
7,73082,Sekolah Tinggi Ilmu Ekonomi Widya Dharma ,12,2,14,0,12,0,0,0,0,4,8,0,0,0,0,0,0,0,0
7,73084,Sekolah Tinggi Ilmu Ekonomi Dharma Iswara ,17,7,24,2,15,0,0,0,0,4,12,0,0,0,0,0,0,0,1
7,73085,Sekolah Tinggi Teknik Dharma Iswara ,20,9,29,0,20,0,0,0,0,4,16,0,0,0,0,0,0,0,0
7,73086,Sekolah Tinggi Ilmu Ekonomi Fatahillah ,5,0,5,1,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0
7,73087,STIE Muhammadiyah Paciran Lamongan ,11,10,21,0,11,0,0,0,0,1,7,0,0,0,0,0,0,0,3
7,73088,STIA Dan Manajemen Kepelabuhan Barunawati ,10,2,12,1,9,0,0,0,0,1,6,1,0,0,0,0,0,0,2
7,73089,Sekolah Tinggi Ilmu Ekonomi Cendekia Bojonegoro ,15,3,18,6,9,0,0,0,0,2,12,0,0,0,0,0,0,0,1
7,73090,Sekolah Tinggi Ilmu Ekonomi KH Ahmad Dahlan ,15,0,15,1,14,0,0,0,0,0,14,0,0,0,0,0,0,0,1
7,73094,Sekolah Tinggi Ilmu Ekonomi Al-Anwar ,20,6,26,0,0,0,0,0,0,2,14,3,0,0,0,0,0,0,1
7,73096,Sekolah Tinggi Teknologi Stikma Internasional ,45,0,45,0,45,0,0,0,0,12,5,0,0,0,0,0,0,0,28
7,73097,Sekolah Tinggi Teknologi Nurul Jadid ,35,1,36,0,35,0,0,0,0,8,18,0,0,0,0,0,0,0,9
7,73098,Sekolah Tinggi Ilmu Ekonomi Nu Trate ,13,5,18,0,13,0,0,0,0,3,7,0,0,0,0,0,0,0,3
7,73100,Sekolah Tinggi Teknik Atlas Nusantara ,15,11,26,4,11,0,0,0,1,6,6,0,0,0,0,0,0,0,2
7,73102,Sekolah Tinggi Ilmu Ekonomi Pemnas Indonesia ,16,3,19,0,16,0,0,0,0,4,11,1,0,0,0,0,0,0,0
7,73104,STMIK PPKIA Pradnya Paramita ,21,2,23,6,15,0,0,0,0,8,13,0,0,0,0,0,0,0,0
7,73105,Sekolah Tinggi Teknologi Walisongo Gempol ,7,3,10,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0
7,73106,Sekolah Tinggi Ilmu Ekonomi Gempol ,9,5,14,0,9,0,0,0,0,0,6,2,0,0,0,0,0,0,1
7,73107,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tuban ,16,0,16,0,16,0,0,0,0,11,5,0,0,0,0,0,0,0,0
7,73108,Sekolah Tinggi Ilmu Ekonomi Pemuda ,20,3,23,0,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0
7,73110,Sekolah Tinggi Ilmu Ekonomi Asia Malang ,35,0,35,18,17,0,0,0,0,2,27,6,0,0,0,0,0,0,0
7,73111,Sekolah Tinggi Ilmu Ekonomi Indocakti ,32,4,36,7,25,0,0,0,0,0,25,1,0,0,0,0,0,0,6
7,73112,STMIK Kadiri ,14,0,14,0,14,0,0,0,0,2,9,0,0,0,0,0,0,0,3
