,jenjang_prodi,jmldosen,jmlmhs,kabkot,kode,nama,status,univ,rcode,subcode
9781,S1,9,218,Kab. Pamekasan - Prop. Jawa Timur - Indonesia,22201,Teknik Sipil,Aktif,Universitas Madura,2,22
9782,S2,7,59,Kota Kediri - Prop. Jawa Timur - Indonesia,54101,Agribisnis,Aktif,Universitas Islam Kadiri,5,54
9783,S2,9,156,Kota Kediri - Prop. Jawa Timur - Indonesia,74101,Ilmu Hukum,Aktif,Universitas Islam Kadiri,7,74
9784,S2,10,317,Kota Kediri - Prop. Jawa Timur - Indonesia,61101,Manajemen,Aktif,Universitas Islam Kadiri,6,61
9785,S1,15,539,Kota Kediri - Prop. Jawa Timur - Indonesia,54211,Agroteknologi,Aktif,Universitas Islam Kadiri,5,54
9786,S1,22,837,Kota Kediri - Prop. Jawa Timur - Indonesia,62201,Akuntansi,Aktif,Universitas Islam Kadiri,6,62
9787,S1,13,550,Kota Kediri - Prop. Jawa Timur - Indonesia,74201,Ilmu Hukum,Aktif,Universitas Islam Kadiri,7,74
9788,S1,46,1727,Kota Kediri - Prop. Jawa Timur - Indonesia,61201,Manajemen,Aktif,Universitas Islam Kadiri,6,61
9789,S1,11,364,Kota Kediri - Prop. Jawa Timur - Indonesia,88203,Pendidikan Bahasa Inggris,Aktif,Universitas Islam Kadiri,8,88
9790,S1,8,243,Kota Kediri - Prop. Jawa Timur - Indonesia,54231,Peternakan,Aktif,Universitas Islam Kadiri,5,54
9791,S1,8,174,Kota Kediri - Prop. Jawa Timur - Indonesia,20201,Teknik Elektro,Aktif,Universitas Islam Kadiri,2,20
9792,S2,6,14,Kota Salatiga - Prop. Jawa Tengah - Indonesia,60102,Ekonomi Syariah,Aktif,IAIN Salatiga,6,60
9793,S2,6,24,Kota Salatiga - Prop. Jawa Tengah - Indonesia,86132,Ilmu Pendidikan Dasar Islam,Aktif,IAIN Salatiga,8,86
9794,S2,5,74,Kota Salatiga - Prop. Jawa Tengah - Indonesia,86208,Pendidikan Agama Islam,Aktif,IAIN Salatiga,8,86
9795,S1,4,18,Kota Salatiga - Prop. Jawa Tengah - Indonesia,79203,Bahasa dan Sastra Arab,Aktif,IAIN Salatiga,7,79
9796,S1,6,90,Kota Salatiga - Prop. Jawa Tengah - Indonesia,60202,Ekonomi Syariah,Aktif,IAIN Salatiga,6,60
9797,S1,5,8,Kota Salatiga - Prop. Jawa Tengah - Indonesia,76237,Filsafat Agama,Aktif,IAIN Salatiga,7,76
9798,S1,7,221,Kota Salatiga - Prop. Jawa Tengah - Indonesia,74234,Hukum Ekonomi Syariah (Muamalah),Aktif,IAIN Salatiga,7,74
9799,S1,6,213,Kota Salatiga - Prop. Jawa Tengah - Indonesia,74230,Hukum Keluarga (Akhwal Syaksiyah),Aktif,IAIN Salatiga,7,74
9800,S1,4,31,Kota Salatiga - Prop. Jawa Tengah - Indonesia,74235,Hukum Tatanegara (Siyasah),Aktif,IAIN Salatiga,7,74
9801,S1,3,62,Kota Salatiga - Prop. Jawa Tengah - Indonesia,76231,Ilmu al-Quran dan Tafsir,Aktif,IAIN Salatiga,7,76
9802,S1,3,13,Kota Salatiga - Prop. Jawa Tengah - Indonesia,76235,Ilmu Hadis,Aktif,IAIN Salatiga,7,76
9803,S1,4,123,Kota Salatiga - Prop. Jawa Tengah - Indonesia,70233,Komunikasi dan Penyiaran Islam,Aktif,IAIN Salatiga,7,70
9804,S1,2,0,Kota Salatiga - Prop. Jawa Tengah - Indonesia,70230,Manajemen Dakwah,Aktif,IAIN Salatiga,7,70
9805,S1,8,1334,Kota Salatiga - Prop. Jawa Tengah - Indonesia,86108,Pendidikan Agama Islam,Aktif,IAIN Salatiga,8,86
9806,S1,7,218,Kota Salatiga - Prop. Jawa Tengah - Indonesia,88204,Pendidikan Bahasa Arab,Aktif,IAIN Salatiga,8,88
9807,S1,8,536,Kota Salatiga - Prop. Jawa Tengah - Indonesia,86232,Pendidikan Guru Madrasah Ibtidaiyah,Aktif,IAIN Salatiga,8,86
9808,S1,7,104,Kota Salatiga - Prop. Jawa Tengah - Indonesia,86233,Pendidikan Guru Raudhatul Athfal,Aktif,IAIN Salatiga,8,86
9809,S1,2,0,Kota Salatiga - Prop. Jawa Tengah - Indonesia,70231,Pengembangan Masyarakat Islam,Aktif,IAIN Salatiga,7,70
9810,S1,3,834,Kota Salatiga - Prop. Jawa Tengah - Indonesia,61206,Perbankan Syariah,Aktif,IAIN Salatiga,6,61
9811,S1,4,69,Kota Salatiga - Prop. Jawa Tengah - Indonesia,80230,Sejarah dan Kebudayaan Islam,Aktif,IAIN Salatiga,8,80
9812,S1,7,664,Kota Salatiga - Prop. Jawa Tengah - Indonesia,88203,Tadris Bahasa Inggris,Aktif,IAIN Salatiga,8,88
9813,S1,7,53,Kota Salatiga - Prop. Jawa Tengah - Indonesia,84206,Tadris IPA,Aktif,IAIN Salatiga,8,84
9814,S1,8,83,Kota Salatiga - Prop. Jawa Tengah - Indonesia,84202,Tadris Matematika,Aktif,IAIN Salatiga,8,84
9815,D3,2,168,Kota Salatiga - Prop. Jawa Tengah - Indonesia,61406,Perbankan Syariah,Aktif,IAIN Salatiga,6,61
9816,S2,2,142,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,86131,Ilmu Agama Islam,Aktif,Universitas Islam Lamongan,8,86
9817,S1,6,83,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,54245,Agrobisnis Perikanan,Aktif,Universitas Islam Lamongan,5,54
9818,S1,17,502,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,62201,Akuntansi,Aktif,Universitas Islam Lamongan,6,62
9819,S1,6,178,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,60202,Ekonomi Syari`ah,Aktif,Universitas Islam Lamongan,6,60
9820,S1,9,193,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,74201,Ilmu Hukum,Aktif,Universitas Islam Lamongan,7,74
9821,S1,5,0,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,13251,Kesehatan Lingkungan,Aktif,Universitas Islam Lamongan,1,13
9822,S1,41,1447,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,61201,Manajemen,Aktif,Universitas Islam Lamongan,6,61
9823,S1,7,31,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,54242,Manajemen Sumber Daya Perairan,Aktif,Universitas Islam Lamongan,5,54
9824,S1,13,509,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,86208,Pendidikan Agama Islam,Aktif,Universitas Islam Lamongan,8,86
9825,S1,11,333,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,88203,Pendidikan Bahasa Inggris,Aktif,Universitas Islam Lamongan,8,88
9826,S1,6,31,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,86232,Pendidikan Guru Madrasah Ibtidaiyah,Aktif,Universitas Islam Lamongan,8,86
9827,S1,6,19,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,86233,Pendidikan Guru Raudhatul Athfal,Aktif,Universitas Islam Lamongan,8,86
9828,S1,8,233,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,54231,Peternakan,Aktif,Universitas Islam Lamongan,5,54
9829,S1,6,97,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,20201,Teknik Elektro,Aktif,Universitas Islam Lamongan,2,20
9830,S1,25,836,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,55201,Teknik Informatika,Aktif,Universitas Islam Lamongan,5,55
9831,S1,10,215,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,22201,Teknik Sipil,Aktif,Universitas Islam Lamongan,2,22
9832,D3,7,64,Kec. Lamongan - Kab. Lamongan - Prop. Jawa Timur,15401,Kebidanan,Aktif,Universitas Islam Lamongan,1,15
9833,S2,6,200,Kota Kediri - Prop. Jawa Timur - Indonesia,63101,Ilmu Administrasi,Aktif,Universitas Kadiri,6,63
9834,S2,6,70,Kota Kediri - Prop. Jawa Timur - Indonesia,74101,Ilmu Hukum,Aktif,Universitas Kadiri,7,74
9835,S1,7,94,Kota Kediri - Prop. Jawa Timur - Indonesia,54201,Agribisnis,Aktif,Universitas Kadiri,5,54
9836,S1,7,141,Kota Kediri - Prop. Jawa Timur - Indonesia,54211,Agroteknologi,Aktif,Universitas Kadiri,5,54
9837,S1,7,76,Kota Kediri - Prop. Jawa Timur - Indonesia,60201,Ekonomi Pembangunan,Aktif,Universitas Kadiri,6,60
9838,S1,8,16,Kota Kediri - Prop. Jawa Timur - Indonesia,48201,Farmasi,Aktif,Universitas Kadiri,4,48
9839,S1,17,401,Kota Kediri - Prop. Jawa Timur - Indonesia,63201,Ilmu Administrasi Negara,Aktif,Universitas Kadiri,6,63
9840,S1,20,2,Kota Kediri - Prop. Jawa Timur - Indonesia,74201,Ilmu Hukum,Aktif,Universitas Kadiri,7,74
9841,S1,13,237,Kota Kediri - Prop. Jawa Timur - Indonesia,14201,Ilmu Keperawatan,Aktif,Universitas Kadiri,1,14
9842,S1,35,1533,Kota Kediri - Prop. Jawa Timur - Indonesia,61201,Manajemen,Aktif,Universitas Kadiri,6,61
9843,S1,8,139,Kota Kediri - Prop. Jawa Timur - Indonesia,26201,Teknik Industri,Aktif,Universitas Kadiri,2,26
9844,S1,19,4,Kota Kediri - Prop. Jawa Timur - Indonesia,22201,Teknik Sipil,Aktif,Universitas Kadiri,2,22
9845,Profesi,6,127,Kota Kediri - Prop. Jawa Timur - Indonesia,14901,Profesi Ners,Aktif,Universitas Kadiri,1,14
9846,D4,43,1163,Kota Kediri - Prop. Jawa Timur - Indonesia,15301,Bidan Pendidik,Aktif,Universitas Kadiri,1,15
9847,D3,8,182,Kota Kediri - Prop. Jawa Timur - Indonesia,15401,Kebidanan,Aktif,Universitas Kadiri,1,15
9848,S2,4,31,Kab. Majalengka - Prop. Jawa Barat - Indonesia,63101,Ilmu Administrasi,Aktif,Universitas Majalengka,6,63
9849,S2,1,28,Kab. Majalengka - Prop. Jawa Barat - Indonesia,70134,Manajemen Pendidikan Islam,Aktif,Universitas Majalengka,7,70
9850,S1,9,163,Kab. Majalengka - Prop. Jawa Barat - Indonesia,54201,Agribisnis,Aktif,Universitas Majalengka,5,54
9851,S1,9,115,Kab. Majalengka - Prop. Jawa Barat - Indonesia,54211,Agroteknologi,Aktif,Universitas Majalengka,5,54
9852,S1,8,436,Kab. Majalengka - Prop. Jawa Barat - Indonesia,62201,Akuntansi,Aktif,Universitas Majalengka,6,62
9853,S1,5,69,Kab. Majalengka - Prop. Jawa Barat - Indonesia,61206,Ekonomi dan Perbankan Islam,Aktif,Universitas Majalengka,6,61
9854,S1,0,13,Kab. Majalengka - Prop. Jawa Barat - Indonesia,64201,Hubungan Internasional,Aktif,Universitas Majalengka,6,64
9855,S1,15,475,Kab. Majalengka - Prop. Jawa Barat - Indonesia,63201,Ilmu Administrasi Negara,Aktif,Universitas Majalengka,6,63
9856,S1,8,8,Kab. Majalengka - Prop. Jawa Barat - Indonesia,74201,Ilmu Hukum,Aktif,Universitas Majalengka,7,74
9857,S1,5,56,Kab. Majalengka - Prop. Jawa Barat - Indonesia,70201,Ilmu Komunikasi,Aktif,Universitas Majalengka,7,70
9858,S1,9,596,Kab. Majalengka - Prop. Jawa Barat - Indonesia,61201,Manajemen,Aktif,Universitas Majalengka,6,61
9859,S1,6,126,Kab. Majalengka - Prop. Jawa Barat - Indonesia,86208,Pendidikan Agama Islam,Aktif,Universitas Majalengka,8,86
9860,S1,8,95,Kab. Majalengka - Prop. Jawa Barat - Indonesia,88201,Pendidikan Bahasa Dan Sastra Indonesia,Aktif,Universitas Majalengka,8,88
9861,S1,11,183,Kab. Majalengka - Prop. Jawa Barat - Indonesia,88203,Pendidikan Bahasa Inggris,Aktif,Universitas Majalengka,8,88
9862,S1,6,17,Kab. Majalengka - Prop. Jawa Barat - Indonesia,84025,Pendidikan Biologi,Aktif,Universitas Majalengka,8,84
9863,S1,3,136,Kab. Majalengka - Prop. Jawa Barat - Indonesia,86233,Pendidikan Guru Raudhatul Athfal,Aktif,Universitas Majalengka,8,86
9864,S1,22,761,Kab. Majalengka - Prop. Jawa Barat - Indonesia,86206,Pendidikan Guru Sekolah Dasar,Aktif,Universitas Majalengka,8,86
9865,S1,22,824,Kab. Majalengka - Prop. Jawa Barat - Indonesia,85201,"Pendidikan Jasmani, Kesehatan & Rekreasi",Aktif,Universitas Majalengka,8,85
9866,S1,6,15,Kab. Majalengka - Prop. Jawa Barat - Indonesia,84202,Pendidikan Matematika,Aktif,Universitas Majalengka,8,84
9867,S1,6,52,Kab. Majalengka - Prop. Jawa Barat - Indonesia,54231,Peternakan,Aktif,Universitas Majalengka,5,54
9868,S1,8,51,Kab. Majalengka - Prop. Jawa Barat - Indonesia,26201,Teknik Industri,Aktif,Universitas Majalengka,2,26
9869,S1,15,410,Kab. Majalengka - Prop. Jawa Barat - Indonesia,55201,Teknik Informatika,Aktif,Universitas Majalengka,5,55
9870,S1,7,122,Kab. Majalengka - Prop. Jawa Barat - Indonesia,21201,Teknik Mesin,Aktif,Universitas Majalengka,2,21
9871,S1,6,81,Kab. Majalengka - Prop. Jawa Barat - Indonesia,22201,Teknik Sipil,Aktif,Universitas Majalengka,2,22
9872,S2,7,37,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,21101,Energi Terbarukan,Aktif,Universitas Darma Persada,2,21
9873,S1,8,438,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,62201,Akuntansi,Aktif,Universitas Darma Persada,6,62
9874,S1,11,770,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,61201,Manajemen,Aktif,Universitas Darma Persada,6,61
9875,S1,7,190,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,79209,Sastra Cina,Aktif,Universitas Darma Persada,7,79
9876,S1,9,492,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,79202,Sastra Inggris,Aktif,Universitas Darma Persada,7,79
9877,S1,23,1228,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,79204,Sastra Jepang,Aktif,Universitas Darma Persada,7,79
9878,S1,6,193,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,57201,Sistem Informasi,Aktif,Universitas Darma Persada,5,57
9879,S1,6,130,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,20201,Teknik Elektro,Aktif,Universitas Darma Persada,2,20
9880,S1,6,215,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,26201,Teknik Industri,Aktif,Universitas Darma Persada,2,26
9881,S1,8,547,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,55201,Teknik Informatika,Aktif,Universitas Darma Persada,5,55
9882,S1,7,259,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,21201,Teknik Mesin,Aktif,Universitas Darma Persada,2,21
9883,S1,5,107,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,36201,Teknik Perkapalan,Aktif,Universitas Darma Persada,3,36
9884,S1,7,89,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,36202,Teknik Sistem Perkapalan,Aktif,Universitas Darma Persada,3,36
9885,D3,7,56,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,79402,Bahasa Inggris,Aktif,Universitas Darma Persada,7,79
9886,D3,5,103,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,79404,Bahasa Jepang,Aktif,Universitas Darma Persada,7,79
9887,D3,0,0,Kota Jakarta Timur - Prop. D.K.I. Jakarta - Indonesia,79409,Bahasa Mandarin,Tutup,Universitas Darma Persada,7,79
9888,S2,6,279,Kota Jayapura - Prop. Papua - Indonesia,61101,Manajemen,Aktif,Universitas Yapis Papua,6,61
9889,S1,18,886,Kota Jayapura - Prop. Papua - Indonesia,62201,Akuntansi,Aktif,Universitas Yapis Papua,6,62
9890,S1,8,140,Kota Jayapura - Prop. Papua - Indonesia,54243,Budidaya Perairan,Aktif,Universitas Yapis Papua,5,54
9891,S1,6,386,Kota Jayapura - Prop. Papua - Indonesia,63201,Ilmu Administrasi Negara,Aktif,Universitas Yapis Papua,6,63
9892,S1,17,836,Kota Jayapura - Prop. Papua - Indonesia,74201,Ilmu Hukum,Aktif,Universitas Yapis Papua,7,74
9893,S1,10,589,Kota Jayapura - Prop. Papua - Indonesia,65201,Ilmu Pemerintahan,Aktif,Universitas Yapis Papua,6,65
9894,S1,16,1020,Kota Jayapura - Prop. Papua - Indonesia,61201,Manajemen,Aktif,Universitas Yapis Papua,6,61
9895,S1,6,53,Kota Jayapura - Prop. Papua - Indonesia,86208,Pendidikan Agama Islam,Aktif,Universitas Yapis Papua,8,86
9896,S1,7,287,Kota Jayapura - Prop. Papua - Indonesia,57201,Sistem Informasi,Aktif,Universitas Yapis Papua,5,57
9897,S1,9,362,Kota Jayapura - Prop. Papua - Indonesia,22201,Teknik Sipil,Aktif,Universitas Yapis Papua,2,22
9898,S2,4,82,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,73101,Psikologi,Aktif,Universitas Mercu Buana Yogyakarta,7,73
9899,S2,6,186,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,73103,Psikologi Profesi,Aktif,Universitas Mercu Buana Yogyakarta,7,73
9900,S1,9,288,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,54211,Agroteknologi,Aktif,Universitas Mercu Buana Yogyakarta,5,54
9901,S1,12,559,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,62201,Akuntansi,Aktif,Universitas Mercu Buana Yogyakarta,6,62
9902,S1,0,0,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,60201,Ekonomi Pembangunan,Tutup,Universitas Mercu Buana Yogyakarta,6,60
9903,S1,10,314,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,70201,Ilmu Komunikasi,Aktif,Universitas Mercu Buana Yogyakarta,7,70
9904,S1,11,721,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,61201,Manajemen,Aktif,Universitas Mercu Buana Yogyakarta,6,61
9905,S1,8,131,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,88203,Pendidikan Bahasa Inggris,Aktif,Universitas Mercu Buana Yogyakarta,8,88
9906,S1,6,98,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,84202,Pendidikan Matematika,Aktif,Universitas Mercu Buana Yogyakarta,8,84
9907,S1,9,341,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,54231,Peternakan,Aktif,Universitas Mercu Buana Yogyakarta,5,54
9908,S1,16,1362,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,73201,Psikologi,Aktif,Universitas Mercu Buana Yogyakarta,7,73
9909,S1,5,119,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,57201,Sistem Informasi,Aktif,Universitas Mercu Buana Yogyakarta,5,57
9910,S1,0,0,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,20201,Teknik Elektro,Tutup,Universitas Mercu Buana Yogyakarta,2,20
9911,S1,7,337,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,55201,Teknik Informatika,Aktif,Universitas Mercu Buana Yogyakarta,5,55
9912,S1,8,285,Kec. Pandak - Kab. Bantul - Prop. D.I. Yogyakarta,41231,Teknologi Hasil Pertanian,Aktif,Universitas Mercu Buana Yogyakarta,4,41
9913,S2,5,69,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,63101,Ilmu Administrasi Negara,Aktif,Universitas Dayanu Ikhsanuddin,6,63
9914,S1,8,49,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,54211,Agroteknologi,Aktif,Universitas Dayanu Ikhsanuddin,5,54
9915,S1,9,237,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,62201,Akuntansi,Aktif,Universitas Dayanu Ikhsanuddin,6,62
9916,S1,7,94,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,54243,Budidaya Perairan,Aktif,Universitas Dayanu Ikhsanuddin,5,54
9917,S1,9,142,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,63201,Ilmu Administrasi Negara,Aktif,Universitas Dayanu Ikhsanuddin,6,63
9918,S1,20,276,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,74201,Ilmu Hukum,Aktif,Universitas Dayanu Ikhsanuddin,7,74
9919,S1,31,505,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,13201,Kesehatan Masyarakat,Aktif,Universitas Dayanu Ikhsanuddin,1,13
9920,S1,11,228,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,61201,Manajemen,Aktif,Universitas Dayanu Ikhsanuddin,6,61
9921,S1,20,734,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,88203,Pendidikan Bahasa Inggris,Aktif,Universitas Dayanu Ikhsanuddin,8,88
9922,S1,11,388,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,87203,Pendidikan Ekonomi,Aktif,Universitas Dayanu Ikhsanuddin,8,87
9923,S1,19,571,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,84202,Pendidikan Matematika,Aktif,Universitas Dayanu Ikhsanuddin,8,84
9924,S1,7,277,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,87201,Pendidikan Sejarah,Aktif,Universitas Dayanu Ikhsanuddin,8,87
9925,S1,9,100,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,69201,Sosiologi,Aktif,Universitas Dayanu Ikhsanuddin,6,69
9926,S1,20,642,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,55201,Teknik Informatika,Aktif,Universitas Dayanu Ikhsanuddin,5,55
9927,S1,7,125,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,21201,Teknik Mesin,Aktif,Universitas Dayanu Ikhsanuddin,2,21
9928,S1,13,337,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,22201,Teknik Sipil,Aktif,Universitas Dayanu Ikhsanuddin,2,22
9929,S3,0,0,Kota Ambon - Prop. Maluku - Indonesia,74001,Ilmu Hukum,Aktif,Universitas Pattimura,7,74
9930,S2,0,60,Kota Ambon - Prop. Maluku - Indonesia,63101,Administrasi Publik,Aktif,Universitas Pattimura,6,63
9931,S2,4,39,Kota Ambon - Prop. Maluku - Indonesia,60101,Ilmu Ekonomi,Aktif,Universitas Pattimura,6,60
9932,S2,9,181,Kota Ambon - Prop. Maluku - Indonesia,74101,Ilmu Hukum,Aktif,Universitas Pattimura,7,74
9933,S2,6,54,Kota Ambon - Prop. Maluku - Indonesia,54141,Ilmu Kelautan,Aktif,Universitas Pattimura,5,54
9934,S2,0,31,Kota Ambon - Prop. Maluku - Indonesia,61101,Manajemen,Aktif,Universitas Pattimura,6,61
9935,S2,0,7,Kota Ambon - Prop. Maluku - Indonesia,54151,Manajemen Hutan,Aktif,Universitas Pattimura,5,54
9936,S2,0,46,Kota Ambon - Prop. Maluku - Indonesia,86131,Manajemen Pendidikan,Aktif,Universitas Pattimura,8,86
9937,S2,0,16,Kota Ambon - Prop. Maluku - Indonesia,54145,Manajemen Sumberdaya Kelautan dan Pulau-pulau Kecil,Aktif,Universitas Pattimura,5,54
9938,S2,0,38,Kota Ambon - Prop. Maluku - Indonesia,88103,Pendidikan Bahasa Inggris,Aktif,Universitas Pattimura,8,88
9939,S2,0,3,Kota Ambon - Prop. Maluku - Indonesia,88107,Pendidikan Bahasa Jerman,Aktif,Universitas Pattimura,8,88
9940,S2,0,46,Kota Ambon - Prop. Maluku - Indonesia,84105,Pendidikan Biologi,Aktif,Universitas Pattimura,8,84
9941,S2,5,21,Kota Ambon - Prop. Maluku - Indonesia,54105,Pengelolaan Lahan,Aktif,Universitas Pattimura,5,54
9942,S2,5,28,Kota Ambon - Prop. Maluku - Indonesia,69101,Sosiologi,Aktif,Universitas Pattimura,6,69
9943,S1,28,287,Kota Ambon - Prop. Maluku - Indonesia,54201,Agribisnis,Aktif,Universitas Pattimura,5,54
9944,S1,14,279,Kota Ambon - Prop. Maluku - Indonesia,54245,Agrobisnis Perikanan,Aktif,Universitas Pattimura,5,54
9945,S1,85,189,Kota Ambon - Prop. Maluku - Indonesia,54211,Agroteknologi,Aktif,Universitas Pattimura,5,54
9946,S1,27,29,Kota Ambon - Prop. Maluku - Indonesia,62201,Akuntansi,Aktif,Universitas Pattimura,6,62
9947,S1,10,99,Kota Ambon - Prop. Maluku - Indonesia,86201,Bimbingan Dan Konseling,Aktif,Universitas Pattimura,8,86
9948,S1,27,22,Kota Ambon - Prop. Maluku - Indonesia,46201,Biologi,Aktif,Universitas Pattimura,4,46
9949,S1,21,50,Kota Ambon - Prop. Maluku - Indonesia,54243,Budidaya Perairan,Aktif,Universitas Pattimura,5,54
9950,S1,34,49,Kota Ambon - Prop. Maluku - Indonesia,60201,Ekonomi Pembangunan,Aktif,Universitas Pattimura,6,60
9951,S1,14,50,Kota Ambon - Prop. Maluku - Indonesia,45201,Fisika,Aktif,Universitas Pattimura,4,45
9952,S1,27,136,Kota Ambon - Prop. Maluku - Indonesia,63201,Ilmu Administrasi Negara,Aktif,Universitas Pattimura,6,63
9953,S1,89,489,Kota Ambon - Prop. Maluku - Indonesia,74201,Ilmu Hukum,Aktif,Universitas Pattimura,7,74
9954,S1,20,50,Kota Ambon - Prop. Maluku - Indonesia,54241,Ilmu Kelautan,Aktif,Universitas Pattimura,5,54
9955,S1,27,157,Kota Ambon - Prop. Maluku - Indonesia,65201,Ilmu Pemerintahan,Aktif,Universitas Pattimura,6,65
9956,S1,52,5,Kota Ambon - Prop. Maluku - Indonesia,54251,Kehutanan,Aktif,Universitas Pattimura,5,54
9957,S1,18,50,Kota Ambon - Prop. Maluku - Indonesia,47201,Kimia,Aktif,Universitas Pattimura,4,47
9958,S1,48,253,Kota Ambon - Prop. Maluku - Indonesia,61201,Manajemen,Aktif,Universitas Pattimura,6,61
9959,S1,18,50,Kota Ambon - Prop. Maluku - Indonesia,54242,Manajemen Sumber Daya Perairan,Aktif,Universitas Pattimura,5,54
9960,S1,17,21,Kota Ambon - Prop. Maluku - Indonesia,44201,Matematika,Aktif,Universitas Pattimura,4,44
9961,S1,15,50,Kota Ambon - Prop. Maluku - Indonesia,54246,Pemanfaatan Sumber Daya Perikanan,Aktif,Universitas Pattimura,5,54
9962,S1,17,139,Kota Ambon - Prop. Maluku - Indonesia,88201,Pendidikan Bahasa Dan Sastra Indonesia,Aktif,Universitas Pattimura,8,88
9963,S1,21,143,Kota Ambon - Prop. Maluku - Indonesia,88203,Pendidikan Bahasa Inggris,Aktif,Universitas Pattimura,8,88
9964,S1,12,47,Kota Ambon - Prop. Maluku - Indonesia,88207,Pendidikan Bahasa Jerman,Aktif,Universitas Pattimura,8,88
9965,S1,26,185,Kota Ambon - Prop. Maluku - Indonesia,84205,Pendidikan Biologi,Aktif,Universitas Pattimura,8,84
9966,S1,25,45,Kota Ambon - Prop. Maluku - Indonesia,11201,Pendidikan Dokter,Aktif,Universitas Pattimura,1,11
9967,S1,23,188,Kota Ambon - Prop. Maluku - Indonesia,87203,Pendidikan Ekonomi,Aktif,Universitas Pattimura,8,87
9968,S1,19,111,Kota Ambon - Prop. Maluku - Indonesia,84203,Pendidikan Fisika,Aktif,Universitas Pattimura,8,84
9969,S1,16,141,Kota Ambon - Prop. Maluku - Indonesia,87202,Pendidikan Geografi,Aktif,Universitas Pattimura,8,87
9970,S1,0,0,Kota Ambon - Prop. Maluku - Indonesia,86207,Pendidikan Guru Pendidikan Anak Usia Dini,Tutup,Universitas Pattimura,8,86
